"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","11031","TC20 - Search a product and add it straight to the cart","EcommerceRegressionSuite","2026-07-04","passed","2026-07-04","com.rishabh.tests.regression.ProductSearchTests","RegressionModules","com.rishabh.tests.regression.ProductSearchTests","searchProduct_thenAddToCart_addsSuccessfully"
"","1949","Line total for a product matches unit price times quantity","EcommerceRegressionSuite","2026-07-04","broken","2026-07-04","com.rishabh.tests.regression.CartTests","RegressionModules","com.rishabh.tests.regression.CartTests","cart_lineTotal_matchesUnitPriceTimesQuantity"
"","307","Home page loads with logo and featured items","EcommerceRegressionSuite","2026-07-04","passed","2026-07-04","com.rishabh.tests.regression.HomeNavigationTests","RegressionModules","com.rishabh.tests.regression.HomeNavigationTests","homePage_loadsSuccessfully_logoAndFeaturedItemsVisible"
"","8565","Login blocked when email field is empty","EcommerceRegressionSuite","2026-07-04","passed","2026-07-04","com.rishabh.tests.regression.LoginLogoutTests","RegressionModules","com.rishabh.tests.regression.LoginLogoutTests","loginUser_withEmptyEmail_blocked"
"","0","setUp","EcommerceRegressionSuite","2026-07-04","broken","2026-07-04","com.rishabh.tests.regression.ContactUsTests","RegressionModules","com.rishabh.tests.regression.ContactUsTests","setUp"
"","24603","TC16 - Login with an existing account, then check out","EcommerceRegressionSuite","2026-07-04","passed","2026-07-04","com.rishabh.tests.regression.CheckoutOrderTests","RegressionModules","com.rishabh.tests.regression.CheckoutOrderTests","checkout_loginBeforeCheckout_orderPlacedSuccessfully"
"","1520","Navigating straight to an empty cart shows the empty state","EcommerceRegressionSuite","2026-07-04","passed","2026-07-04","com.rishabh.tests.regression.CartTests","RegressionModules","com.rishabh.tests.regression.CartTests","cart_emptyCart_navigateDirectly_showsEmptyMessage"
"","159","Cart icon in the header stays reachable at every breakpoint","EcommerceRegressionSuite","2026-07-04","passed","2026-07-04","com.rishabh.tests.crossbrowser.ResponsiveTests","ResponsiveModule","com.rishabh.tests.crossbrowser.ResponsiveTests","header_cartIcon_accessibleAcrossViewports"
"","3649","TC06 - Submitting a fully filled contact form shows a success banner","EcommerceRegressionSuite","2026-07-04","passed","2026-07-04","com.rishabh.tests.regression.ContactUsTests","RegressionModules","com.rishabh.tests.regression.ContactUsTests","contactUs_submitValidForm_showsSuccessMessage"
"","454","Kids category accordion expands without breaking the sidebar","EcommerceRegressionSuite","2026-07-04","passed","2026-07-04","com.rishabh.tests.regression.ProductListingFilterTests","RegressionModules","com.rishabh.tests.regression.ProductListingFilterTests","viewCategoryProducts_kids_sidebarExpands"
"","172","Home page renders its core elements at every breakpoint","EcommerceRegressionSuite","2026-07-04","passed","2026-07-04","com.rishabh.tests.crossbrowser.ResponsiveTests","ResponsiveModule","com.rishabh.tests.crossbrowser.ResponsiveTests","homePage_rendersCorrectly_acrossViewports"
"","3697","'Searched Products' heading appears once results render","EcommerceRegressionSuite","2026-07-04","passed","2026-07-04","com.rishabh.tests.regression.ProductSearchTests","RegressionModules","com.rishabh.tests.regression.ProductSearchTests","searchProduct_verifySearchedProductsHeadingVisible"
"","5207","Register opting in to the newsletter","EcommerceRegressionSuite","2026-07-04","passed","2026-07-04","com.rishabh.tests.regression.RegistrationTests","RegressionModules","com.rishabh.tests.regression.RegistrationTests","registerUser_withNewsletterOptIn_accountCreatedSuccessfully"
"","17574","Recommended items carousel renders on the product detail page","EcommerceRegressionSuite","2026-07-04","broken","2026-07-04","com.rishabh.tests.regression.ProductDetailTests","RegressionModules","com.rishabh.tests.regression.ProductDetailTests","productDetail_recommendedItemsSection_visible"
"","2141","Products grid still renders products at every breakpoint","EcommerceRegressionSuite","2026-07-04","passed","2026-07-04","com.rishabh.tests.crossbrowser.ResponsiveTests","ResponsiveModule","com.rishabh.tests.crossbrowser.ResponsiveTests","productsPage_gridRendersProducts_acrossViewports"
"","51588","TC18 - View products under Men > Tshirts category","EcommerceRegressionSuite","2026-07-04","broken","2026-07-04","com.rishabh.tests.regression.ProductListingFilterTests","RegressionModules","com.rishabh.tests.regression.ProductListingFilterTests","viewCategoryProducts_menTshirts_showsFilteredResults"
"","1805","Contact form blocks submission with the message field empty","EcommerceRegressionSuite","2026-07-04","failed","2026-07-04","com.rishabh.tests.regression.ContactUsTests","RegressionModules","com.rishabh.tests.regression.ContactUsTests","contactUs_submitWithoutMessage_blocked"
"","400","TC13 - Increasing quantity before add-to-cart reflects in the cart","EcommerceRegressionSuite","2026-07-04","broken","2026-07-04","com.rishabh.tests.regression.ProductDetailTests","RegressionModules","com.rishabh.tests.regression.ProductDetailTests","productDetail_increaseQuantity_reflectsInCart"
"","8894","TC23 - Delivery/invoice address on checkout reflects the registered address","EcommerceRegressionSuite","2026-07-04","passed","2026-07-04","com.rishabh.tests.regression.CheckoutOrderTests","RegressionModules","com.rishabh.tests.regression.CheckoutOrderTests","checkout_addressDetails_matchRegisteredAddress"
"","12050","Long address values are accepted without truncation on the account form","EcommerceRegressionSuite","2026-07-04","passed","2026-07-04","com.rishabh.tests.regression.RegistrationTests","RegressionModules","com.rishabh.tests.regression.RegistrationTests","registerUser_withLongAddressValues_accountCreatedSuccessfully"
"","51856","TC18 - View products under Women > Dress category","EcommerceRegressionSuite","2026-07-04","broken","2026-07-04","com.rishabh.tests.regression.ProductListingFilterTests","RegressionModules","com.rishabh.tests.regression.ProductListingFilterTests","viewCategoryProducts_womenDress_showsFilteredResults"
"","53551","Add to cart from the product detail page works on a tablet viewport","EcommerceRegressionSuite","2026-07-04","broken","2026-07-04","com.rishabh.tests.crossbrowser.ResponsiveTests","ResponsiveModule","com.rishabh.tests.crossbrowser.ResponsiveTests","productDetail_addToCart_worksOnTabletViewport"
"","2170","Products grid still renders products at every breakpoint","EcommerceRegressionSuite","2026-07-04","passed","2026-07-04","com.rishabh.tests.crossbrowser.ResponsiveTests","ResponsiveModule","com.rishabh.tests.crossbrowser.ResponsiveTests","productsPage_gridRendersProducts_acrossViewports"
"","51870","Products added from two different categories both land in the cart","EcommerceRegressionSuite","2026-07-04","broken","2026-07-04","com.rishabh.tests.regression.CartTests","RegressionModules","com.rishabh.tests.regression.CartTests","cart_addFromDifferentCategories_bothVisible"
"","2295","Search functionality is usable at every breakpoint","EcommerceRegressionSuite","2026-07-04","passed","2026-07-04","com.rishabh.tests.crossbrowser.ResponsiveTests","ResponsiveModule","com.rishabh.tests.crossbrowser.ResponsiveTests","productSearch_worksAcrossViewports"
"","4549","TC02 - Login with correct email and password","EcommerceRegressionSuite","2026-07-04","passed","2026-07-04","com.rishabh.tests.regression.LoginLogoutTests","RegressionModules","com.rishabh.tests.regression.LoginLogoutTests","loginUser_withValidCredentials_loginSuccessful"
"","13639","Checkout Place Order button lands on the payment page","EcommerceRegressionSuite","2026-07-04","passed","2026-07-04","com.rishabh.tests.regression.CheckoutOrderTests","RegressionModules","com.rishabh.tests.regression.CheckoutOrderTests","checkout_placeOrder_navigatesToPaymentPage"
"","3623","Search functionality is usable at every breakpoint","EcommerceRegressionSuite","2026-07-04","passed","2026-07-04","com.rishabh.tests.crossbrowser.ResponsiveTests","ResponsiveModule","com.rishabh.tests.crossbrowser.ResponsiveTests","productSearch_worksAcrossViewports"
"","4598","Login attempt with an email nobody registered","EcommerceRegressionSuite","2026-07-04","passed","2026-07-04","com.rishabh.tests.regression.LoginLogoutTests","RegressionModules","com.rishabh.tests.regression.LoginLogoutTests","loginUser_withNonExistentEmail_showsError"
"","2252","Products grid still renders products at every breakpoint","EcommerceRegressionSuite","2026-07-04","passed","2026-07-04","com.rishabh.tests.crossbrowser.ResponsiveTests","ResponsiveModule","com.rishabh.tests.crossbrowser.ResponsiveTests","productsPage_gridRendersProducts_acrossViewports"
"","52183","TC21 - Submitting a product review shows the thank-you message","EcommerceRegressionSuite","2026-07-04","broken","2026-07-04","com.rishabh.tests.regression.ProductDetailTests","RegressionModules","com.rishabh.tests.regression.ProductDetailTests","productDetail_writeReview_submitsSuccessfully"
"","18901","Signup blocked when email field is left empty","EcommerceRegressionSuite","2026-07-04","passed","2026-07-04","com.rishabh.tests.regression.RegistrationTests","RegressionModules","com.rishabh.tests.regression.RegistrationTests","registerUser_withEmptyEmail_signupBlocked"
"","0","setUp","EcommerceRegressionSuite","2026-07-04","broken","2026-07-04","com.rishabh.tests.regression.LoginLogoutTests","RegressionModules","com.rishabh.tests.regression.LoginLogoutTests","setUp"
"","5630","Proceeding to checkout while logged out prompts a register/login modal","EcommerceRegressionSuite","2026-07-04","passed","2026-07-04","com.rishabh.tests.regression.CartTests","RegressionModules","com.rishabh.tests.regression.CartTests","cart_proceedToCheckoutWhileLoggedOut_showsLoginPrompt"
"","3120","Password check is case sensitive","EcommerceRegressionSuite","2026-07-04","passed","2026-07-04","com.rishabh.tests.regression.LoginLogoutTests","RegressionModules","com.rishabh.tests.regression.LoginLogoutTests","loginUser_wrongPasswordCase_showsError"
"","8469","Add to cart and view cart works end to end on a mobile viewport","EcommerceRegressionSuite","2026-07-04","passed","2026-07-04","com.rishabh.tests.crossbrowser.ResponsiveTests","ResponsiveModule","com.rishabh.tests.crossbrowser.ResponsiveTests","cartFlow_addAndView_worksOnMobileViewport"
"","2941","Search functionality is usable at every breakpoint","EcommerceRegressionSuite","2026-07-04","passed","2026-07-04","com.rishabh.tests.crossbrowser.ResponsiveTests","ResponsiveModule","com.rishabh.tests.crossbrowser.ResponsiveTests","productSearch_worksAcrossViewports"
"","251","Home page renders its core elements at every breakpoint","EcommerceRegressionSuite","2026-07-04","passed","2026-07-04","com.rishabh.tests.crossbrowser.ResponsiveTests","ResponsiveModule","com.rishabh.tests.crossbrowser.ResponsiveTests","homePage_rendersCorrectly_acrossViewports"
"","1011","TC25/26 - Scroll-up arrow shows after scrolling down and jumps back to top","EcommerceRegressionSuite","2026-07-04","passed","2026-07-04","com.rishabh.tests.regression.HomeNavigationTests","RegressionModules","com.rishabh.tests.regression.HomeNavigationTests","homePage_scrollDownThenUp_arrowAppearsAndScrollsToTop"
"","2721","TC19 - View and filter products by the H&M brand","EcommerceRegressionSuite","2026-07-04","failed","2026-07-04","com.rishabh.tests.regression.ProductListingFilterTests","RegressionModules","com.rishabh.tests.regression.ProductListingFilterTests","viewBrandProducts_hm_showsFilteredResults"
"","0","setUp","EcommerceRegressionSuite","2026-07-04","broken","2026-07-04","com.rishabh.tests.crossbrowser.ResponsiveTests","ResponsiveModule","com.rishabh.tests.crossbrowser.ResponsiveTests","setUp"
"","10951","TC14 - Add to cart while logged out, register mid-checkout, then place the order","EcommerceRegressionSuite","2026-07-04","passed","2026-07-04","com.rishabh.tests.regression.CheckoutOrderTests","RegressionModules","com.rishabh.tests.regression.CheckoutOrderTests","checkout_registerDuringCheckout_orderPlacedSuccessfully"
"","0","openFirstProduct","EcommerceRegressionSuite","2026-07-04","broken","2026-07-04","com.rishabh.tests.regression.ProductDetailTests","RegressionModules","com.rishabh.tests.regression.ProductDetailTests","openFirstProduct"
"","4737","Removing the only item in the cart shows the empty cart message","EcommerceRegressionSuite","2026-07-04","broken","2026-07-04","com.rishabh.tests.regression.CartTests","RegressionModules","com.rishabh.tests.regression.CartTests","cart_removeOnlyProduct_showsEmptyCartMessage"
"","652","Newsletter subscription still works when squeezed into a mobile layout","EcommerceRegressionSuite","2026-07-04","passed","2026-07-04","com.rishabh.tests.crossbrowser.ResponsiveTests","ResponsiveModule","com.rishabh.tests.crossbrowser.ResponsiveTests","footerSubscription_worksOnMobileViewport"
"","0","setUp","EcommerceRegressionSuite","2026-07-04","broken","2026-07-04","com.rishabh.tests.regression.ProductListingFilterTests","RegressionModules","com.rishabh.tests.regression.ProductListingFilterTests","setUp"
"","19329","Signup box rejects an obviously invalid email format","EcommerceRegressionSuite","2026-07-04","passed","2026-07-04","com.rishabh.tests.regression.RegistrationTests","RegressionModules","com.rishabh.tests.regression.RegistrationTests","registerUser_withInvalidEmailFormat_signupBlocked"
"","18448","Signup blocked when name field is left empty","EcommerceRegressionSuite","2026-07-04","passed","2026-07-04","com.rishabh.tests.regression.RegistrationTests","RegressionModules","com.rishabh.tests.regression.RegistrationTests","registerUser_withEmptyName_signupBlocked"
"","6283","TC04 - Logout redirects back to the login page","EcommerceRegressionSuite","2026-07-04","passed","2026-07-04","com.rishabh.tests.regression.LoginLogoutTests","RegressionModules","com.rishabh.tests.regression.LoginLogoutTests","logoutUser_afterLogin_redirectsToLoginPage"
"","4532","TC09 - Search for a known product keyword","EcommerceRegressionSuite","2026-07-04","passed","2026-07-04","com.rishabh.tests.regression.ProductSearchTests","RegressionModules","com.rishabh.tests.regression.ProductSearchTests","searchProduct_byValidKeyword_showsMatchingResults"
"","146","Category sidebar is present with the products grid","EcommerceRegressionSuite","2026-07-04","passed","2026-07-04","com.rishabh.tests.regression.ProductListingFilterTests","RegressionModules","com.rishabh.tests.regression.ProductListingFilterTests","productListing_categorySidebar_visible"
"","16894","Payment confirmation heading reads 'Order Placed!' after a successful payment","EcommerceRegressionSuite","2026-07-04","passed","2026-07-04","com.rishabh.tests.regression.CheckoutOrderTests","RegressionModules","com.rishabh.tests.regression.CheckoutOrderTests","checkout_paymentSuccess_headingTextIsCorrect"
"","16320","TC24 - Invoice can be downloaded once the order is placed","EcommerceRegressionSuite","2026-07-04","passed","2026-07-04","com.rishabh.tests.regression.CheckoutOrderTests","RegressionModules","com.rishabh.tests.regression.CheckoutOrderTests","checkout_downloadInvoice_afterPurchase"
"","17213","TC22 - Add to cart directly from the recommended items carousel","EcommerceRegressionSuite","2026-07-04","broken","2026-07-04","com.rishabh.tests.regression.ProductDetailTests","RegressionModules","com.rishabh.tests.regression.ProductDetailTests","productDetail_addToCartFromRecommendedItems_addsSuccessfully"
"","2432","Products grid still renders products at every breakpoint","EcommerceRegressionSuite","2026-07-04","passed","2026-07-04","com.rishabh.tests.crossbrowser.ResponsiveTests","ResponsiveModule","com.rishabh.tests.crossbrowser.ResponsiveTests","productsPage_gridRendersProducts_acrossViewports"
"","0","setUp","EcommerceRegressionSuite","2026-07-04","broken","2026-07-04","com.rishabh.tests.regression.CartTests","RegressionModules","com.rishabh.tests.regression.CartTests","setUp"
"","52495","'View Cart' from the modal takes you to the cart with the item in it","EcommerceRegressionSuite","2026-07-04","broken","2026-07-04","com.rishabh.tests.regression.ProductDetailTests","RegressionModules","com.rishabh.tests.regression.ProductDetailTests","productDetail_addToCart_viewCart_navigatesToCart"
"","21044","Leading/trailing whitespace in the search box doesn't break results","EcommerceRegressionSuite","2026-07-04","broken","2026-07-04","com.rishabh.tests.regression.ProductSearchTests","RegressionModules","com.rishabh.tests.regression.ProductSearchTests","searchProduct_withWhitespacePadding_stillMatches"
"","722","TC10 - Subscribe with a valid email on the home page","EcommerceRegressionSuite","2026-07-04","passed","2026-07-04","com.rishabh.tests.regression.HomeNavigationTests","RegressionModules","com.rishabh.tests.regression.HomeNavigationTests","homeSubscription_validEmail_showsSuccessMessage"
"","3629","Search functionality is usable at every breakpoint","EcommerceRegressionSuite","2026-07-04","passed","2026-07-04","com.rishabh.tests.crossbrowser.ResponsiveTests","ResponsiveModule","com.rishabh.tests.crossbrowser.ResponsiveTests","productSearch_worksAcrossViewports"
"","49","Cart icon in the header stays reachable at every breakpoint","EcommerceRegressionSuite","2026-07-04","passed","2026-07-04","com.rishabh.tests.crossbrowser.ResponsiveTests","ResponsiveModule","com.rishabh.tests.crossbrowser.ResponsiveTests","header_cartIcon_accessibleAcrossViewports"
"","33","Cart icon in the header stays reachable at every breakpoint","EcommerceRegressionSuite","2026-07-04","passed","2026-07-04","com.rishabh.tests.crossbrowser.ResponsiveTests","ResponsiveModule","com.rishabh.tests.crossbrowser.ResponsiveTests","header_cartIcon_accessibleAcrossViewports"
"","649","Login form fields remain usable on a mobile viewport","EcommerceRegressionSuite","2026-07-04","passed","2026-07-04","com.rishabh.tests.crossbrowser.ResponsiveTests","ResponsiveModule","com.rishabh.tests.crossbrowser.ResponsiveTests","loginPage_formUsable_onMobileViewport"
"","6335","Empty search term keeps the user on the products listing","EcommerceRegressionSuite","2026-07-04","passed","2026-07-04","com.rishabh.tests.regression.ProductSearchTests","RegressionModules","com.rishabh.tests.regression.ProductSearchTests","searchProduct_withEmptyKeyword_doesNotError"
"","3186","Full flow: header -> products -> search works end to end","EcommerceRegressionSuite","2026-07-04","passed","2026-07-04","com.rishabh.tests.regression.ProductSearchTests","RegressionModules","com.rishabh.tests.regression.ProductSearchTests","searchProduct_navigateFromHeaderThenSearch_flowWorks"
"","22372","'Home' button after a successful submission returns to the home page","EcommerceRegressionSuite","2026-07-04","failed","2026-07-04","com.rishabh.tests.regression.ContactUsTests","RegressionModules","com.rishabh.tests.regression.ContactUsTests","contactUs_afterSuccess_homeButtonReturnsHome"
"","2873","Brand sidebar renders with product count badges next to each brand","EcommerceRegressionSuite","2026-07-04","passed","2026-07-04","com.rishabh.tests.regression.ProductListingFilterTests","RegressionModules","com.rishabh.tests.regression.ProductListingFilterTests","productListing_brandSidebar_visible"
"","21390","TC08 - Clicking View Product opens the correct product detail page","EcommerceRegressionSuite","2026-07-04","failed","2026-07-04","com.rishabh.tests.regression.ProductListingFilterTests","RegressionModules","com.rishabh.tests.regression.ProductListingFilterTests","viewProductDetail_fromListing_navigatesCorrectly"
"","6915","Register selecting the 'Mrs' title and confirm it's accepted","EcommerceRegressionSuite","2026-07-04","passed","2026-07-04","com.rishabh.tests.regression.RegistrationTests","RegressionModules","com.rishabh.tests.regression.RegistrationTests","registerUser_withMrsTitle_accountCreatedSuccessfully"
"","182","Cart icon in the header stays reachable at every breakpoint","EcommerceRegressionSuite","2026-07-04","passed","2026-07-04","com.rishabh.tests.crossbrowser.ResponsiveTests","ResponsiveModule","com.rishabh.tests.crossbrowser.ResponsiveTests","header_cartIcon_accessibleAcrossViewports"
"","5963","Adding two different products puts both in the cart","EcommerceRegressionSuite","2026-07-04","passed","2026-07-04","com.rishabh.tests.regression.CartTests","RegressionModules","com.rishabh.tests.regression.CartTests","cart_addMultipleProducts_allAppearInCart"
"","9097","TC12 - Add a single product to the cart","EcommerceRegressionSuite","2026-07-04","passed","2026-07-04","com.rishabh.tests.regression.CartTests","RegressionModules","com.rishabh.tests.regression.CartTests","cart_addSingleProduct_reflectsInCart"
"","2873","TC03 - Login with incorrect password","EcommerceRegressionSuite","2026-07-04","passed","2026-07-04","com.rishabh.tests.regression.LoginLogoutTests","RegressionModules","com.rishabh.tests.regression.LoginLogoutTests","loginUser_withIncorrectPassword_showsError"
"Signup with a fresh name/email, fill the account info form and confirm the account gets created","5797","TC01 - Register a brand new user with valid details","EcommerceRegressionSuite","2026-07-04","passed","2026-07-04","com.rishabh.tests.regression.RegistrationTests","RegressionModules","com.rishabh.tests.regression.RegistrationTests","registerUser_withValidDetails_accountCreatedSuccessfully"
"","51426","Add to cart pops the confirmation modal","EcommerceRegressionSuite","2026-07-04","broken","2026-07-04","com.rishabh.tests.regression.ProductDetailTests","RegressionModules","com.rishabh.tests.regression.ProductDetailTests","productDetail_addToCart_showsConfirmationModal"
"","78","Home page renders its core elements at every breakpoint","EcommerceRegressionSuite","2026-07-04","passed","2026-07-04","com.rishabh.tests.crossbrowser.ResponsiveTests","ResponsiveModule","com.rishabh.tests.crossbrowser.ResponsiveTests","homePage_rendersCorrectly_acrossViewports"
"","59258","TC01 continued - delete the account after creating it","EcommerceRegressionSuite","2026-07-04","broken","2026-07-04","com.rishabh.tests.regression.RegistrationTests","RegressionModules","com.rishabh.tests.regression.RegistrationTests","deleteAccount_afterRegistration_accountDeletedSuccessfully"
"","0","setUp","EcommerceRegressionSuite","2026-07-04","broken","2026-07-04","com.rishabh.tests.regression.ProductDetailTests","RegressionModules","com.rishabh.tests.regression.ProductDetailTests","setUp"
"","51887","'Continue Shopping' from the modal keeps you on the same product page","EcommerceRegressionSuite","2026-07-04","broken","2026-07-04","com.rishabh.tests.regression.ProductDetailTests","RegressionModules","com.rishabh.tests.regression.ProductDetailTests","productDetail_addToCart_continueShopping_staysOnProductPage"
"","223","Home page renders its core elements at every breakpoint","EcommerceRegressionSuite","2026-07-04","passed","2026-07-04","com.rishabh.tests.crossbrowser.ResponsiveTests","ResponsiveModule","com.rishabh.tests.crossbrowser.ResponsiveTests","homePage_rendersCorrectly_acrossViewports"
"","3029","Every returned result actually contains the searched term","EcommerceRegressionSuite","2026-07-04","passed","2026-07-04","com.rishabh.tests.regression.ProductSearchTests","RegressionModules","com.rishabh.tests.regression.ProductSearchTests","searchProduct_resultsContainSearchedKeywordInName"
"","5323","Cart quantity control is a disabled stepper, not a free-text field","EcommerceRegressionSuite","2026-07-04","failed","2026-07-04","com.rishabh.tests.regression.CartTests","RegressionModules","com.rishabh.tests.regression.CartTests","cart_quantityControl_isReadOnlyStepper"
"","1","setUp","EcommerceRegressionSuite","2026-07-04","broken","2026-07-04","com.rishabh.tests.regression.RegistrationTests","RegressionModules","com.rishabh.tests.regression.RegistrationTests","setUp"
"","21128","TC20 - Cart items added while logged out survive logging in","EcommerceRegressionSuite","2026-07-04","passed","2026-07-04","com.rishabh.tests.regression.CartTests","RegressionModules","com.rishabh.tests.regression.CartTests","cart_addedWhileLoggedOut_persistsAfterLogin"
"","3904","Header 'Products' link navigates to the products page","EcommerceRegressionSuite","2026-07-04","passed","2026-07-04","com.rishabh.tests.regression.HomeNavigationTests","RegressionModules","com.rishabh.tests.regression.HomeNavigationTests","homePage_headerNavigation_productsLinkWorks"
"","5887","Search using only a partial word still matches products","EcommerceRegressionSuite","2026-07-04","passed","2026-07-04","com.rishabh.tests.regression.ProductSearchTests","RegressionModules","com.rishabh.tests.regression.ProductSearchTests","searchProduct_byPartialKeyword_showsMatchingResults"
"","2390","Product catalog has more than a trivial handful of items","EcommerceRegressionSuite","2026-07-04","passed","2026-07-04","com.rishabh.tests.regression.ProductListingFilterTests","RegressionModules","com.rishabh.tests.regression.ProductListingFilterTests","productListing_catalogHasMultipleProducts"
"","17796","TC08 - Product detail page shows all core info fields","EcommerceRegressionSuite","2026-07-04","broken","2026-07-04","com.rishabh.tests.regression.ProductDetailTests","RegressionModules","com.rishabh.tests.regression.ProductDetailTests","productDetail_displaysAllCoreInformation"
"","18528","TC15 - Register first, then shop and check out as that user","EcommerceRegressionSuite","2026-07-04","passed","2026-07-04","com.rishabh.tests.regression.CheckoutOrderTests","RegressionModules","com.rishabh.tests.regression.CheckoutOrderTests","checkout_registerBeforeCheckout_orderPlacedSuccessfully"
"","0","setUp","EcommerceRegressionSuite","2026-07-04","broken","2026-07-04","com.rishabh.tests.regression.CheckoutOrderTests","RegressionModules","com.rishabh.tests.regression.CheckoutOrderTests","setUp"
"","51763","Brand sidebar is also present while browsing a category page","EcommerceRegressionSuite","2026-07-04","broken","2026-07-04","com.rishabh.tests.regression.ProductListingFilterTests","RegressionModules","com.rishabh.tests.regression.ProductListingFilterTests","productListing_brandSidebar_visibleOnCategoryPage"
"","20767","Purely numeric search terms return no products","EcommerceRegressionSuite","2026-07-04","broken","2026-07-04","com.rishabh.tests.regression.ProductSearchTests","RegressionModules","com.rishabh.tests.regression.ProductSearchTests","searchProduct_withNumericKeyword_showsNoResults"
"","10094","Login blocked when password field is empty","EcommerceRegressionSuite","2026-07-04","passed","2026-07-04","com.rishabh.tests.regression.LoginLogoutTests","RegressionModules","com.rishabh.tests.regression.LoginLogoutTests","loginUser_withEmptyPassword_blocked"
"","18900","Contact form blocks submission with the email field empty","EcommerceRegressionSuite","2026-07-04","passed","2026-07-04","com.rishabh.tests.regression.ContactUsTests","RegressionModules","com.rishabh.tests.regression.ContactUsTests","contactUs_submitWithoutEmail_blocked"
"","4417","TC08 - All Products page loads with a populated grid","EcommerceRegressionSuite","2026-07-04","passed","2026-07-04","com.rishabh.tests.regression.ProductListingFilterTests","RegressionModules","com.rishabh.tests.regression.ProductListingFilterTests","viewAllProducts_pageLoadsWithProductGrid"
"","2514","Header 'Contact us' link navigates to the contact form","EcommerceRegressionSuite","2026-07-04","passed","2026-07-04","com.rishabh.tests.regression.HomeNavigationTests","RegressionModules","com.rishabh.tests.regression.HomeNavigationTests","homePage_headerNavigation_contactUsLinkWorks"
"","58653","TC05 - Signup with an email that's already registered","EcommerceRegressionSuite","2026-07-04","broken","2026-07-04","com.rishabh.tests.regression.RegistrationTests","RegressionModules","com.rishabh.tests.regression.RegistrationTests","registerUser_withExistingEmail_showsAlreadyExistError"
"","15110","Continuing after a successful order returns to the home page","EcommerceRegressionSuite","2026-07-04","passed","2026-07-04","com.rishabh.tests.regression.CheckoutOrderTests","RegressionModules","com.rishabh.tests.regression.CheckoutOrderTests","checkout_continueAfterOrder_returnsHome"
"","3462","TC17 - Remove a product from the cart","EcommerceRegressionSuite","2026-07-04","broken","2026-07-04","com.rishabh.tests.regression.CartTests","RegressionModules","com.rishabh.tests.regression.CartTests","cart_removeProduct_removedSuccessfully"
