"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","6721","Register opting in to the newsletter","EcommerceRegressionSuite","2026-07-04","passed","2026-07-04","com.rishabh.tests.regression.RegistrationTests","RegressionModules","com.rishabh.tests.regression.RegistrationTests","registerUser_withNewsletterOptIn_accountCreatedSuccessfully"
"","18447","Signup blocked when name field is left empty","EcommerceRegressionSuite","2026-07-04","passed","2026-07-04","com.rishabh.tests.regression.RegistrationTests","RegressionModules","com.rishabh.tests.regression.RegistrationTests","registerUser_withEmptyName_signupBlocked"
"","55740","TC01 continued - delete the account after creating it","EcommerceRegressionSuite","2026-07-04","broken","2026-07-04","com.rishabh.tests.regression.RegistrationTests","RegressionModules","com.rishabh.tests.regression.RegistrationTests","deleteAccount_afterRegistration_accountDeletedSuccessfully"
"","2845","Brand sidebar renders with product count badges next to each brand","EcommerceRegressionSuite","2026-07-04","passed","2026-07-04","com.rishabh.tests.regression.ProductListingFilterTests","RegressionModules","com.rishabh.tests.regression.ProductListingFilterTests","productListing_brandSidebar_visible"
"","5573","TC19 - View and filter products by the Polo brand","EcommerceRegressionSuite","2026-07-04","passed","2026-07-04","com.rishabh.tests.regression.ProductListingFilterTests","RegressionModules","com.rishabh.tests.regression.ProductListingFilterTests","viewBrandProducts_polo_showsFilteredResults"
"","1303","TC25/26 - Scroll-up arrow shows after scrolling down and jumps back to top","EcommerceRegressionSuite","2026-07-04","passed","2026-07-04","com.rishabh.tests.regression.HomeNavigationTests","RegressionModules","com.rishabh.tests.regression.HomeNavigationTests","homePage_scrollDownThenUp_arrowAppearsAndScrollsToTop"
"","16054","TC05 - Signup with an email that's already registered","EcommerceRegressionSuite","2026-07-04","passed","2026-07-04","com.rishabh.tests.regression.RegistrationTests","RegressionModules","com.rishabh.tests.regression.RegistrationTests","registerUser_withExistingEmail_showsAlreadyExistError"
"","0","setUp","EcommerceRegressionSuite","2026-07-04","broken","2026-07-04","com.rishabh.tests.regression.CheckoutOrderTests","RegressionModules","com.rishabh.tests.regression.CheckoutOrderTests","setUp"
"","5295","TC08 - Clicking View Product opens the correct product detail page","EcommerceRegressionSuite","2026-07-04","passed","2026-07-04","com.rishabh.tests.regression.ProductListingFilterTests","RegressionModules","com.rishabh.tests.regression.ProductListingFilterTests","viewProductDetail_fromListing_navigatesCorrectly"
"","17361","Recommended items carousel renders on the product detail page","EcommerceRegressionSuite","2026-07-04","broken","2026-07-04","com.rishabh.tests.regression.ProductDetailTests","RegressionModules","com.rishabh.tests.regression.ProductDetailTests","productDetail_recommendedItemsSection_visible"
"","3346","Login attempt with an email nobody registered","EcommerceRegressionSuite","2026-07-04","passed","2026-07-04","com.rishabh.tests.regression.LoginLogoutTests","RegressionModules","com.rishabh.tests.regression.LoginLogoutTests","loginUser_withNonExistentEmail_showsError"
"","25525","TC16 - Login with an existing account, then check out","EcommerceRegressionSuite","2026-07-04","passed","2026-07-04","com.rishabh.tests.regression.CheckoutOrderTests","RegressionModules","com.rishabh.tests.regression.CheckoutOrderTests","checkout_loginBeforeCheckout_orderPlacedSuccessfully"
"","22648","TC20 - Cart items added while logged out survive logging in","EcommerceRegressionSuite","2026-07-04","passed","2026-07-04","com.rishabh.tests.regression.CartTests","RegressionModules","com.rishabh.tests.regression.CartTests","cart_addedWhileLoggedOut_persistsAfterLogin"
"","52315","'View Cart' from the modal takes you to the cart with the item in it","EcommerceRegressionSuite","2026-07-04","broken","2026-07-04","com.rishabh.tests.regression.ProductDetailTests","RegressionModules","com.rishabh.tests.regression.ProductDetailTests","productDetail_addToCart_viewCart_navigatesToCart"
"","5117","TC19 - View and filter products by the H&M brand","EcommerceRegressionSuite","2026-07-04","passed","2026-07-04","com.rishabh.tests.regression.ProductListingFilterTests","RegressionModules","com.rishabh.tests.regression.ProductListingFilterTests","viewBrandProducts_hm_showsFilteredResults"
"","10325","Register selecting the 'Mrs' title and confirm it's accepted","EcommerceRegressionSuite","2026-07-04","passed","2026-07-04","com.rishabh.tests.regression.RegistrationTests","RegressionModules","com.rishabh.tests.regression.RegistrationTests","registerUser_withMrsTitle_accountCreatedSuccessfully"
"","23201","Purely numeric search terms return no products","EcommerceRegressionSuite","2026-07-04","broken","2026-07-04","com.rishabh.tests.regression.ProductSearchTests","RegressionModules","com.rishabh.tests.regression.ProductSearchTests","searchProduct_withNumericKeyword_showsNoResults"
"","541","Newsletter subscription still works when squeezed into a mobile layout","EcommerceRegressionSuite","2026-07-04","passed","2026-07-04","com.rishabh.tests.crossbrowser.ResponsiveTests","ResponsiveModule","com.rishabh.tests.crossbrowser.ResponsiveTests","footerSubscription_worksOnMobileViewport"
"","22601","Header shows the correct username right after account creation","EcommerceRegressionSuite","2026-07-04","broken","2026-07-04","com.rishabh.tests.regression.RegistrationTests","RegressionModules","com.rishabh.tests.regression.RegistrationTests","registerUser_verifyLoggedInUsernameMatchesSignup"
"","10903","Login blocked when password field is empty","EcommerceRegressionSuite","2026-07-04","passed","2026-07-04","com.rishabh.tests.regression.LoginLogoutTests","RegressionModules","com.rishabh.tests.regression.LoginLogoutTests","loginUser_withEmptyPassword_blocked"
"","6862","Removing the only item in the cart shows the empty cart message","EcommerceRegressionSuite","2026-07-04","passed","2026-07-04","com.rishabh.tests.regression.CartTests","RegressionModules","com.rishabh.tests.regression.CartTests","cart_removeOnlyProduct_showsEmptyCartMessage"
"","8503","Every returned result actually contains the searched term","EcommerceRegressionSuite","2026-07-04","passed","2026-07-04","com.rishabh.tests.regression.ProductSearchTests","RegressionModules","com.rishabh.tests.regression.ProductSearchTests","searchProduct_resultsContainSearchedKeywordInName"
"","0","setUp","EcommerceRegressionSuite","2026-07-04","broken","2026-07-04","com.rishabh.tests.regression.ProductListingFilterTests","RegressionModules","com.rishabh.tests.regression.ProductListingFilterTests","setUp"
"","19516","'Home' button after a successful submission returns to the home page","EcommerceRegressionSuite","2026-07-04","failed","2026-07-04","com.rishabh.tests.regression.ContactUsTests","RegressionModules","com.rishabh.tests.regression.ContactUsTests","contactUs_afterSuccess_homeButtonReturnsHome"
"","325","Home page loads with logo and featured items","EcommerceRegressionSuite","2026-07-04","passed","2026-07-04","com.rishabh.tests.regression.HomeNavigationTests","RegressionModules","com.rishabh.tests.regression.HomeNavigationTests","homePage_loadsSuccessfully_logoAndFeaturedItemsVisible"
"","17555","Product price format always includes the Rs. currency prefix","EcommerceRegressionSuite","2026-07-04","broken","2026-07-04","com.rishabh.tests.regression.ProductDetailTests","RegressionModules","com.rishabh.tests.regression.ProductDetailTests","productDetail_priceFormat_includesCurrencyPrefix"
"","20367","Signup box rejects an obviously invalid email format","EcommerceRegressionSuite","2026-07-04","passed","2026-07-04","com.rishabh.tests.regression.RegistrationTests","RegressionModules","com.rishabh.tests.regression.RegistrationTests","registerUser_withInvalidEmailFormat_signupBlocked"
"","2368","Header 'Products' link navigates to the products page","EcommerceRegressionSuite","2026-07-04","passed","2026-07-04","com.rishabh.tests.regression.HomeNavigationTests","RegressionModules","com.rishabh.tests.regression.HomeNavigationTests","homePage_headerNavigation_productsLinkWorks"
"","52366","Products added from two different categories both land in the cart","EcommerceRegressionSuite","2026-07-04","broken","2026-07-04","com.rishabh.tests.regression.CartTests","RegressionModules","com.rishabh.tests.regression.CartTests","cart_addFromDifferentCategories_bothVisible"
"","10613","Malformed email in the login field is rejected client-side","EcommerceRegressionSuite","2026-07-04","passed","2026-07-04","com.rishabh.tests.regression.LoginLogoutTests","RegressionModules","com.rishabh.tests.regression.LoginLogoutTests","loginUser_withInvalidEmailFormat_blocked"
"","52158","Brand sidebar is also present while browsing a category page","EcommerceRegressionSuite","2026-07-04","broken","2026-07-04","com.rishabh.tests.regression.ProductListingFilterTests","RegressionModules","com.rishabh.tests.regression.ProductListingFilterTests","productListing_brandSidebar_visibleOnCategoryPage"
"","407","Category and brand sidebars render on the home page","EcommerceRegressionSuite","2026-07-04","passed","2026-07-04","com.rishabh.tests.regression.HomeNavigationTests","RegressionModules","com.rishabh.tests.regression.HomeNavigationTests","homePage_categoryAndBrandSidebars_visible"
"","1","openFirstProduct","EcommerceRegressionSuite","2026-07-04","broken","2026-07-04","com.rishabh.tests.regression.ProductDetailTests","RegressionModules","com.rishabh.tests.regression.ProductDetailTests","openFirstProduct"
"","1","Both login and signup forms are present on /login","EcommerceRegressionSuite","2026-07-04","skipped","2026-07-04","com.rishabh.tests.regression.LoginLogoutTests","RegressionModules","com.rishabh.tests.regression.LoginLogoutTests","loginPage_navigateDirectly_bothFormsVisible"
"","2129","Search functionality is usable at every breakpoint","EcommerceRegressionSuite","2026-07-04","passed","2026-07-04","com.rishabh.tests.crossbrowser.ResponsiveTests","ResponsiveModule","com.rishabh.tests.crossbrowser.ResponsiveTests","productSearch_worksAcrossViewports"
"","18292","Continuing after a successful order returns to the home page","EcommerceRegressionSuite","2026-07-04","passed","2026-07-04","com.rishabh.tests.regression.CheckoutOrderTests","RegressionModules","com.rishabh.tests.regression.CheckoutOrderTests","checkout_continueAfterOrder_returnsHome"
"","52177","Add to cart pops the confirmation modal","EcommerceRegressionSuite","2026-07-04","broken","2026-07-04","com.rishabh.tests.regression.ProductDetailTests","RegressionModules","com.rishabh.tests.regression.ProductDetailTests","productDetail_addToCart_showsConfirmationModal"
"","6957","Full flow: header -> products -> search works end to end","EcommerceRegressionSuite","2026-07-04","passed","2026-07-04","com.rishabh.tests.regression.ProductSearchTests","RegressionModules","com.rishabh.tests.regression.ProductSearchTests","searchProduct_navigateFromHeaderThenSearch_flowWorks"
"","17236","TC22 - Add to cart directly from the recommended items carousel","EcommerceRegressionSuite","2026-07-04","broken","2026-07-04","com.rishabh.tests.regression.ProductDetailTests","RegressionModules","com.rishabh.tests.regression.ProductDetailTests","productDetail_addToCartFromRecommendedItems_addsSuccessfully"
"","1229","Products grid still renders products at every breakpoint","EcommerceRegressionSuite","2026-07-04","passed","2026-07-04","com.rishabh.tests.crossbrowser.ResponsiveTests","ResponsiveModule","com.rishabh.tests.crossbrowser.ResponsiveTests","productsPage_gridRendersProducts_acrossViewports"
"","8120","TC09 - Search for a known product keyword","EcommerceRegressionSuite","2026-07-04","passed","2026-07-04","com.rishabh.tests.regression.ProductSearchTests","RegressionModules","com.rishabh.tests.regression.ProductSearchTests","searchProduct_byValidKeyword_showsMatchingResults"
"","1188","Products grid still renders products at every breakpoint","EcommerceRegressionSuite","2026-07-04","passed","2026-07-04","com.rishabh.tests.crossbrowser.ResponsiveTests","ResponsiveModule","com.rishabh.tests.crossbrowser.ResponsiveTests","productsPage_gridRendersProducts_acrossViewports"
"","5729","TC02 - Login with correct email and password","EcommerceRegressionSuite","2026-07-04","passed","2026-07-04","com.rishabh.tests.regression.LoginLogoutTests","RegressionModules","com.rishabh.tests.regression.LoginLogoutTests","loginUser_withValidCredentials_loginSuccessful"
"","1369","Contact form blocks submission with the name field empty","EcommerceRegressionSuite","2026-07-04","failed","2026-07-04","com.rishabh.tests.regression.ContactUsTests","RegressionModules","com.rishabh.tests.regression.ContactUsTests","contactUs_submitWithoutName_blocked"
"","10841","Checkout Place Order button lands on the payment page","EcommerceRegressionSuite","2026-07-04","passed","2026-07-04","com.rishabh.tests.regression.CheckoutOrderTests","RegressionModules","com.rishabh.tests.regression.CheckoutOrderTests","checkout_placeOrder_navigatesToPaymentPage"
"","2839","Header 'Contact us' link navigates to the contact form","EcommerceRegressionSuite","2026-07-04","passed","2026-07-04","com.rishabh.tests.regression.HomeNavigationTests","RegressionModules","com.rishabh.tests.regression.HomeNavigationTests","homePage_headerNavigation_contactUsLinkWorks"
"","0","setUp","EcommerceRegressionSuite","2026-07-04","broken","2026-07-04","com.rishabh.tests.crossbrowser.ResponsiveTests","ResponsiveModule","com.rishabh.tests.crossbrowser.ResponsiveTests","setUp"
"","14065","TC15 - Register first, then shop and check out as that user","EcommerceRegressionSuite","2026-07-04","passed","2026-07-04","com.rishabh.tests.regression.CheckoutOrderTests","RegressionModules","com.rishabh.tests.regression.CheckoutOrderTests","checkout_registerBeforeCheckout_orderPlacedSuccessfully"
"","10268","Login session survives a page refresh","EcommerceRegressionSuite","2026-07-04","passed","2026-07-04","com.rishabh.tests.regression.LoginLogoutTests","RegressionModules","com.rishabh.tests.regression.LoginLogoutTests","loginUser_sessionPersistsAfterPageRefresh"
"","749","'Continue Shopping' from the modal keeps you on the same product page","EcommerceRegressionSuite","2026-07-04","passed","2026-07-04","com.rishabh.tests.regression.ProductDetailTests","RegressionModules","com.rishabh.tests.regression.ProductDetailTests","productDetail_addToCart_continueShopping_staysOnProductPage"
"","23","Cart icon in the header stays reachable at every breakpoint","EcommerceRegressionSuite","2026-07-04","passed","2026-07-04","com.rishabh.tests.crossbrowser.ResponsiveTests","ResponsiveModule","com.rishabh.tests.crossbrowser.ResponsiveTests","header_cartIcon_accessibleAcrossViewports"
"","7894","'Searched Products' heading appears once results render","EcommerceRegressionSuite","2026-07-04","passed","2026-07-04","com.rishabh.tests.regression.ProductSearchTests","RegressionModules","com.rishabh.tests.regression.ProductSearchTests","searchProduct_verifySearchedProductsHeadingVisible"
"","17238","Payment confirmation heading reads 'Order Placed!' after a successful payment","EcommerceRegressionSuite","2026-07-04","passed","2026-07-04","com.rishabh.tests.regression.CheckoutOrderTests","RegressionModules","com.rishabh.tests.regression.CheckoutOrderTests","checkout_paymentSuccess_headingTextIsCorrect"
"","867","Kids category accordion expands without breaking the sidebar","EcommerceRegressionSuite","2026-07-04","passed","2026-07-04","com.rishabh.tests.regression.ProductListingFilterTests","RegressionModules","com.rishabh.tests.regression.ProductListingFilterTests","viewCategoryProducts_kids_sidebarExpands"
"","8314","Add to cart and view cart works end to end on a mobile viewport","EcommerceRegressionSuite","2026-07-04","passed","2026-07-04","com.rishabh.tests.crossbrowser.ResponsiveTests","ResponsiveModule","com.rishabh.tests.crossbrowser.ResponsiveTests","cartFlow_addAndView_worksOnMobileViewport"
"","4786","TC08 - All Products page loads with a populated grid","EcommerceRegressionSuite","2026-07-04","passed","2026-07-04","com.rishabh.tests.regression.ProductListingFilterTests","RegressionModules","com.rishabh.tests.regression.ProductListingFilterTests","viewAllProducts_pageLoadsWithProductGrid"
"","11385","Login blocked when email field is empty","EcommerceRegressionSuite","2026-07-04","passed","2026-07-04","com.rishabh.tests.regression.LoginLogoutTests","RegressionModules","com.rishabh.tests.regression.LoginLogoutTests","loginUser_withEmptyEmail_blocked"
"","12730","Long address values are accepted without truncation on the account form","EcommerceRegressionSuite","2026-07-04","passed","2026-07-04","com.rishabh.tests.regression.RegistrationTests","RegressionModules","com.rishabh.tests.regression.RegistrationTests","registerUser_withLongAddressValues_accountCreatedSuccessfully"
"","9183","TC12 - Add a single product to the cart","EcommerceRegressionSuite","2026-07-04","passed","2026-07-04","com.rishabh.tests.regression.CartTests","RegressionModules","com.rishabh.tests.regression.CartTests","cart_addSingleProduct_reflectsInCart"
"","17546","TC08 - Product detail page shows all core info fields","EcommerceRegressionSuite","2026-07-04","broken","2026-07-04","com.rishabh.tests.regression.ProductDetailTests","RegressionModules","com.rishabh.tests.regression.ProductDetailTests","productDetail_displaysAllCoreInformation"
"","0","setUp","EcommerceRegressionSuite","2026-07-04","broken","2026-07-04","com.rishabh.tests.regression.HomeNavigationTests","RegressionModules","com.rishabh.tests.regression.HomeNavigationTests","setUp"
